nohup: ignoring input
/scratch/guerbuez/miniconda3/lib/python3.11/site-packages/torchmetrics/utilities/prints.py:43: UserWarning: The variance of predictions or target is close to zero. This can cause instability in Pearson correlationcoefficient, leading to wrong results. Consider re-scaling the input if possible or computing using alarger dtype (currently using torch.float32).
  warnings.warn(*args, **kwargs)  # noqa: B028
Epoch [3/100], Batch [82/147] train loss: 578.56, train corr: -0.02450
Epoch [3/100], Batch [83/147] train loss: 578.32, train corr: -0.02194
Epoch [3/100], Batch [84/147] train loss: 562.38, train corr: -0.02183
Epoch [3/100], Batch [85/147] train loss: 572.73, train corr: -0.02146
Epoch [3/100], Batch [86/147] train loss: 561.39, train corr: -0.01988
Epoch [3/100], Batch [87/147] train loss: 551.49, train corr: -0.01819
Epoch [3/100], Batch [88/147] train loss: 570.12, train corr: -0.01990
Epoch [3/100], Batch [89/147] train loss: 565.31, train corr: -0.02018
Epoch [3/100], Batch [90/147] train loss: 581.09, train corr: -0.01773
Epoch [3/100], Batch [91/147] train loss: 567.12, train corr: -0.02239
Epoch [3/100], Batch [92/147] train loss: 560.33, train corr: -0.02223
Epoch [3/100], Batch [93/147] train loss: 555.06, train corr: -0.02243
Epoch [3/100], Batch [94/147] train loss: 569.64, train corr: -0.02197
Epoch [3/100], Batch [95/147] train loss: 631.33, train corr: -0.01902
Epoch [3/100], Batch [96/147] train loss: 574.77, train corr: -0.02189
Epoch [3/100], Batch [97/147] train loss: 559.97, train corr: -0.02520
Epoch [3/100], Batch [98/147] train loss: 586.28, train corr: -0.02591
Epoch [3/100], Batch [99/147] train loss: 543.68, train corr: -0.02275
Epoch [3/100], Batch [100/147] train loss: 567.45, train corr: -0.02340
Epoch [3/100], Batch [101/147] train loss: 568.73, train corr: -0.02344
Epoch [3/100], Batch [102/147] train loss: 569.85, train corr: -0.02494
Epoch [3/100], Batch [103/147] train loss: 566.83, train corr: -0.02707
Epoch [3/100], Batch [104/147] train loss: 563.37, train corr: -0.02818
Epoch [3/100], Batch [105/147] train loss: 588.94, train corr: -0.03056
Epoch [3/100], Batch [106/147] train loss: 557.65, train corr: -0.03080
Epoch [3/100], Batch [107/147] train loss: 586.48, train corr: -0.02778
Epoch [3/100], Batch [108/147] train loss: 564.02, train corr: -0.02960
Epoch [3/100], Batch [109/147] train loss: 569.97, train corr: -0.03168
Epoch [3/100], Batch [110/147] train loss: 549.27, train corr: -0.03002
Epoch [3/100], Batch [111/147] train loss: 570.02, train corr: -0.02910
Epoch [3/100], Batch [112/147] train loss: 556.64, train corr: -0.03211
Epoch [3/100], Batch [113/147] train loss: 566.68, train corr: -0.03167
Epoch [3/100], Batch [114/147] train loss: 571.94, train corr: -0.02960
Epoch [3/100], Batch [115/147] train loss: 620.59, train corr: -0.02563
Epoch [3/100], Batch [116/147] train loss: 572.20, train corr: -0.02841
Epoch [3/100], Batch [117/147] train loss: 565.39, train corr: -0.03210
Epoch [3/100], Batch [118/147] train loss: 563.73, train corr: -0.03016
Epoch [3/100], Batch [119/147] train loss: 572.77, train corr: -0.02909
Epoch [3/100], Batch [120/147] train loss: 588.58, train corr: -0.02911
Epoch [3/100], Batch [121/147] train loss: 581.91, train corr: -0.02535
Epoch [3/100], Batch [122/147] train loss: 561.05, train corr: -0.03027
Epoch [3/100], Batch [123/147] train loss: 564.21, train corr: -0.02828
Epoch [3/100], Batch [124/147] train loss: 562.11, train corr: -0.03094
Epoch [3/100], Batch [125/147] train loss: 554.82, train corr: -0.02976
Epoch [3/100], Batch [126/147] train loss: 562.83, train corr: -0.02979
Epoch [3/100], Batch [127/147] train loss: 565.02, train corr: -0.02897
Epoch [3/100], Batch [128/147] train loss: 555.23, train corr: -0.02902
Epoch [3/100], Batch [129/147] train loss: 573.63, train corr: -0.02935
Epoch [3/100], Batch [130/147] train loss: 555.97, train corr: -0.02911
Epoch [3/100], Batch [131/147] train loss: 554.88, train corr: -0.02730
Epoch [3/100], Batch [132/147] train loss: 578.35, train corr: -0.02891
Epoch [3/100], Batch [133/147] train loss: 573.18, train corr: -0.02942
Epoch [3/100], Batch [134/147] train loss: 555.72, train corr: -0.02962
Epoch [3/100], Batch [135/147] train loss: 549.81, train corr: -0.02872
Epoch [3/100], Batch [136/147] train loss: 756.52, train corr: -0.02766
Epoch [3/100], Batch [137/147] train loss: 574.51, train corr: -0.02776
Epoch [3/100], Batch [138/147] train loss: 554.34, train corr: -0.02897
Epoch [3/100], Batch [139/147] train loss: 571.98, train corr: -0.02602
Epoch [3/100], Batch [140/147] train loss: 576.92, train corr: -0.02866
Epoch [3/100], Batch [141/147] train loss: 573.12, train corr: -0.02828
Epoch [3/100], Batch [142/147] train loss: 587.62, train corr: -0.02415
Epoch [3/100], Batch [143/147] train loss: 582.68, train corr: -0.03045
Epoch [3/100], Batch [144/147] train loss: 570.95, train corr: -0.01454
Epoch [3/100], Batch [145/147] train loss: 588.97, train corr: -0.00129
Epoch [3/100], Batch [146/147] train loss: 565.33, train corr: 0.00682
Epoch [3/100], Batch [147/147] train loss: 569.49, train corr: -0.00168
Epoch [3/100], validation loss: 597.69, validation correlation: -0.01142
Epoch [4/100], Batch [1/147] train loss: 616.30, train corr: -0.00759
Epoch [4/100], Batch [2/147] train loss: 588.69, train corr: -0.02886
Epoch [4/100], Batch [3/147] train loss: 569.42, train corr: -0.03241
Epoch [4/100], Batch [4/147] train loss: 570.40, train corr: -0.02760
Epoch [4/100], Batch [5/147] train loss: 552.55, train corr: -0.02982
Epoch [4/100], Batch [6/147] train loss: 557.35, train corr: -0.02851
Epoch [4/100], Batch [7/147] train loss: 568.74, train corr: -0.02446
Epoch [4/100], Batch [8/147] train loss: 572.52, train corr: -0.02159
Epoch [4/100], Batch [9/147] train loss: 555.23, train corr: -0.02579
Epoch [4/100], Batch [10/147] train loss: 565.08, train corr: -0.02645
Epoch [4/100], Batch [11/147] train loss: 571.97, train corr: -0.02520
Epoch [4/100], Batch [12/147] train loss: 574.41, train corr: -0.02364
Epoch [4/100], Batch [13/147] train loss: 568.03, train corr: -0.02668
Epoch [4/100], Batch [14/147] train loss: 561.78, train corr: -0.02242
Epoch [4/100], Batch [15/147] train loss: 574.15, train corr: -0.02160
Epoch [4/100], Batch [16/147] train loss: 567.79, train corr: -0.02302
Epoch [4/100], Batch [17/147] train loss: 571.26, train corr: -0.02199
Epoch [4/100], Batch [18/147] train loss: 577.38, train corr: -0.02186
Epoch [4/100], Batch [19/147] train loss: 562.09, train corr: -0.02392
Epoch [4/100], Batch [20/147] train loss: 566.40, train corr: -0.02679
Epoch [4/100], Batch [21/147] train loss: 561.36, train corr: -0.02470
Epoch [4/100], Batch [22/147] train loss: 554.83, train corr: -0.02543
Epoch [4/100], Batch [23/147] train loss: 565.31, train corr: -0.02664
Epoch [4/100], Batch [24/147] train loss: 571.07, train corr: -0.02603
Epoch [4/100], Batch [25/147] train loss: 555.59, train corr: -0.02670
Epoch [4/100], Batch [26/147] train loss: 566.73, train corr: -0.02819
Epoch [4/100], Batch [27/147] train loss: 568.33, train corr: -0.02713
Epoch [4/100], Batch [28/147] train loss: 577.91, train corr: -0.02628
Epoch [4/100], Batch [29/147] train loss: 561.04, train corr: -0.02740
Epoch [4/100], Batch [30/147] train loss: 572.23, train corr: -0.02490
Epoch [4/100], Batch [31/147] train loss: 565.51, train corr: -0.02705
Epoch [4/100], Batch [32/147] train loss: 553.58, train corr: -0.02884
Epoch [4/100], Batch [33/147] train loss: 560.71, train corr: -0.02972
Epoch [4/100], Batch [34/147] train loss: 565.74, train corr: -0.02821
Epoch [4/100], Batch [35/147] train loss: 575.06, train corr: -0.02986
Epoch [4/100], Batch [36/147] train loss: 552.19, train corr: -0.02701
Epoch [4/100], Batch [37/147] train loss: 586.41, train corr: -0.02312
Epoch [4/100], Batch [38/147] train loss: 563.73, train corr: -0.02630
Epoch [4/100], Batch [39/147] train loss: 564.07, train corr: -0.02770
Epoch [4/100], Batch [40/147] train loss: 566.04, train corr: -0.02846
Epoch [4/100], Batch [41/147] train loss: 564.87, train corr: -0.02931
Epoch [4/100], Batch [42/147] train loss: 582.15, train corr: -0.02614
Epoch [4/100], Batch [43/147] train loss: 574.97, train corr: -0.02563
Epoch [4/100], Batch [44/147] train loss: 559.55, train corr: -0.02687
Epoch [4/100], Batch [45/147] train loss: 560.67, train corr: -0.02512
Epoch [4/100], Batch [46/147] train loss: 572.14, train corr: -0.02629
Epoch [4/100], Batch [47/147] train loss: 567.23, train corr: -0.02543
Epoch [4/100], Batch [48/147] train loss: 570.95, train corr: -0.02484
Epoch [4/100], Batch [49/147] train loss: 561.47, train corr: -0.02564
Epoch [4/100], Batch [50/147] train loss: 571.98, train corr: -0.02463
Epoch [4/100], Batch [51/147] train loss: 552.42, train corr: -0.02623
Epoch [4/100], Batch [52/147] train loss: 565.11, train corr: -0.02723
Epoch [4/100], Batch [53/147] train loss: 568.12, train corr: -0.02733
Epoch [4/100], Batch [54/147] train loss: 574.75, train corr: -0.02255
Epoch [4/100], Batch [55/147] train loss: 575.66, train corr: -0.02576
Epoch [4/100], Batch [56/147] train loss: 572.17, train corr: -0.02926
Epoch [4/100], Batch [57/147] train loss: 570.05, train corr: -0.02623
Epoch [4/100], Batch [58/147] train loss: 575.51, train corr: -0.03296
Epoch [4/100], Batch [59/147] train loss: 572.47, train corr: -0.02965
Epoch [4/100], Batch [60/147] train loss: 564.04, train corr: -0.03058
Epoch [4/100], Batch [61/147] train loss: 568.84, train corr: -0.02940
Epoch [4/100], Batch [62/147] train loss: 558.17, train corr: -0.03332
Epoch [4/100], Batch [63/147] train loss: 570.27, train corr: -0.02971
Epoch [4/100], Batch [64/147] train loss: 562.57, train corr: -0.02749
Epoch [4/100], Batch [65/147] train loss: 553.93, train corr: -0.03126
Epoch [4/100], Batch [66/147] train loss: 569.61, train corr: -0.02937
Epoch [4/100], Batch [67/147] train loss: 571.55, train corr: -0.02945
Epoch [4/100], Batch [68/147] train loss: 572.09, train corr: -0.02916
Epoch [4/100], Batch [69/147] train loss: 574.73, train corr: -0.03160
Epoch [4/100], Batch [70/147] train loss: 560.52, train corr: -0.03279
Epoch [4/100], Batch [71/147] train loss: 577.05, train corr: -0.02659
Epoch [4/100], Batch [72/147] train loss: 573.77, train corr: -0.02906
Epoch [4/100], Batch [73/147] train loss: 575.85, train corr: -0.02978
Epoch [4/100], Batch [74/147] train loss: 560.55, train corr: -0.03016
Epoch [4/100], Batch [75/147] train loss: 814.78, train corr: -0.02363
Epoch [4/100], Batch [76/147] train loss: 560.82, train corr: -0.02371
Epoch [4/100], Batch [77/147] train loss: 569.62, train corr: -0.02740
Epoch [4/100], Batch [78/147] train loss: 572.70, train corr: -0.02600
Epoch [4/100], Batch [79/147] train loss: 581.05, train corr: -0.02112
Epoch [4/100], Batch [80/147] train loss: 555.89, train corr: -0.02826
Epoch [4/100], Batch [81/147] train loss: 563.81, train corr: -0.02073
Epoch [4/100], Batch [82/147] train loss: 561.76, train corr: -0.00030
Epoch [4/100], Batch [83/147] train loss: 581.78, train corr: 0.01292
Epoch [4/100], Batch [84/147] train loss: 570.27, train corr: 0.01715
Epoch [4/100], Batch [85/147] train loss: 557.11, train corr: 0.02041
Epoch [4/100], Batch [86/147] train loss: 639.98, train corr: 0.01610
Epoch [4/100], Batch [87/147] train loss: 577.32, train corr: 0.01812
Epoch [4/100], Batch [88/147] train loss: 568.69, train corr: 0.01865
Epoch [4/100], Batch [89/147] train loss: 566.08, train corr: 0.02165
Epoch [4/100], Batch [90/147] train loss: 547.18, train corr: 0.01825
Epoch [4/100], Batch [91/147] train loss: 567.03, train corr: 0.02142
Epoch [4/100], Batch [92/147] train loss: 582.27, train corr: 0.01984
Epoch [4/100], Batch [93/147] train loss: 571.18, train corr: 0.01854
Epoch [4/100], Batch [94/147] train loss: 599.22, train corr: 0.02371
Epoch [4/100], Batch [95/147] train loss: 605.88, train corr: 0.00882
Epoch [4/100], Batch [96/147] train loss: 567.09, train corr: 0.00597
Epoch [4/100], Batch [97/147] train loss: 579.93, train corr: -0.00257
Epoch [4/100], Batch [98/147] train loss: 568.60, train corr: -0.00872
Epoch [4/100], Batch [99/147] train loss: 573.63, train corr: -0.00579
Epoch [4/100], Batch [100/147] train loss: 568.84, train corr: -0.00535
Epoch [4/100], Batch [101/147] train loss: 569.22, train corr: 0.00905
Epoch [4/100], Batch [102/147] train loss: 564.33, train corr: 0.02018
Epoch [4/100], Batch [103/147] train loss: 568.74, train corr: 0.02839
Epoch [4/100], Batch [104/147] train loss: 554.53, train corr: 0.03046
Epoch [4/100], Batch [105/147] train loss: 568.48, train corr: 0.02956
Epoch [4/100], Batch [106/147] train loss: 577.55, train corr: 0.02584
Epoch [4/100], Batch [107/147] train loss: 575.52, train corr: 0.02040
Epoch [4/100], Batch [108/147] train loss: 563.77, train corr: 0.00758
Epoch [4/100], Batch [109/147] train loss: 578.98, train corr: -0.00032
Epoch [4/100], Batch [110/147] train loss: 577.15, train corr: -0.01310
Epoch [4/100], Batch [111/147] train loss: 572.25, train corr: -0.01034
Epoch [4/100], Batch [112/147] train loss: 561.29, train corr: -0.01702
Epoch [4/100], Batch [113/147] train loss: 562.90, train corr: -0.01938
Epoch [4/100], Batch [114/147] train loss: 564.28, train corr: -0.02176
Epoch [4/100], Batch [115/147] train loss: 585.64, train corr: -0.01412
Epoch [4/100], Batch [116/147] train loss: 575.68, train corr: -0.01287
Epoch [4/100], Batch [117/147] train loss: 568.04, train corr: -0.01754
Epoch [4/100], Batch [118/147] train loss: 564.44, train corr: -0.01812
Epoch [4/100], Batch [119/147] train loss: 571.86, train corr: -0.01661
Epoch [4/100], Batch [120/147] train loss: 571.80, train corr: -0.02408
Epoch [4/100], Batch [121/147] train loss: 577.48, train corr: -0.02027
Epoch [4/100], Batch [122/147] train loss: 542.74, train corr: -0.02528
Epoch [4/100], Batch [123/147] train loss: 560.51, train corr: -0.02166
Epoch [4/100], Batch [124/147] train loss: 546.23, train corr: -0.02715
Epoch [4/100], Batch [125/147] train loss: 567.98, train corr: -0.02016
Epoch [4/100], Batch [126/147] train loss: 563.08, train corr: -0.02347
Epoch [4/100], Batch [127/147] train loss: 568.83, train corr: -0.02436
Epoch [4/100], Batch [128/147] train loss: 582.90, train corr: -0.02015
Epoch [4/100], Batch [129/147] train loss: 581.58, train corr: -0.02183
Epoch [4/100], Batch [130/147] train loss: 579.52, train corr: -0.02318
Epoch [4/100], Batch [131/147] train loss: 568.01, train corr: -0.02392
Epoch [4/100], Batch [132/147] train loss: 586.77, train corr: -0.01914
Epoch [4/100], Batch [133/147] train loss: 554.23, train corr: -0.02925
Epoch [4/100], Batch [134/147] train loss: 570.32, train corr: -0.02558
Epoch [4/100], Batch [135/147] train loss: 552.54, train corr: -0.02740
Epoch [4/100], Batch [136/147] train loss: 561.73, train corr: -0.02582
Epoch [4/100], Batch [137/147] train loss: 746.77, train corr: -0.02316
Epoch [4/100], Batch [138/147] train loss: 562.75, train corr: -0.02619
Epoch [4/100], Batch [139/147] train loss: 558.58, train corr: -0.02834
Epoch [4/100], Batch [140/147] train loss: 583.94, train corr: -0.02551
Epoch [4/100], Batch [141/147] train loss: 593.80, train corr: -0.02441
Epoch [4/100], Batch [142/147] train loss: 592.90, train corr: -0.02473
Epoch [4/100], Batch [143/147] train loss: 582.31, train corr: -0.02174
Epoch [4/100], Batch [144/147] train loss: 562.05, train corr: -0.00633
Epoch [4/100], Batch [145/147] train loss: 547.33, train corr: 0.01707
Epoch [4/100], Batch [146/147] train loss: 558.37, train corr: 0.02269
Epoch [4/100], Batch [147/147] train loss: 577.57, train corr: 0.02056
Epoch [4/100], validation loss: 598.80, validation correlation: 0.02295
Epoch [5/100], Batch [1/147] train loss: 587.78, train corr: 0.01846
Epoch [5/100], Batch [2/147] train loss: 571.41, train corr: 0.01969
Epoch [5/100], Batch [3/147] train loss: 568.73, train corr: 0.02042
Epoch [5/100], Batch [4/147] train loss: 558.08, train corr: 0.01727
Epoch [5/100], Batch [5/147] train loss: 568.51, train corr: -0.00819
Epoch [5/100], Batch [6/147] train loss: 565.51, train corr: -0.02626
Epoch [5/100], Batch [7/147] train loss: 562.12, train corr: -0.02485
Epoch [5/100], Batch [8/147] train loss: 565.74, train corr: -0.02504
Epoch [5/100], Batch [9/147] train loss: 618.79, train corr: -0.01842
Epoch [5/100], Batch [10/147] train loss: 593.80, train corr: -0.01870
Epoch [5/100], Batch [11/147] train loss: 637.14, train corr: -0.02139
Epoch [5/100], Batch [12/147] train loss: 554.51, train corr: -0.01820
Epoch [5/100], Batch [13/147] train loss: 573.36, train corr: 0.01017
Epoch [5/100], Batch [14/147] train loss: 574.46, train corr: 0.01937
Epoch [5/100], Batch [15/147] train loss: 563.31, train corr: 0.02307
Epoch [5/100], Batch [16/147] train loss: 596.47, train corr: 0.01599
Epoch [5/100], Batch [17/147] train loss: 575.27, train corr: 0.02233
Epoch [5/100], Batch [18/147] train loss: 571.85, train corr: 0.02103
Epoch [5/100], Batch [19/147] train loss: 560.83, train corr: 0.02005
Epoch [5/100], Batch [20/147] train loss: 568.12, train corr: 0.01371
Epoch [5/100], Batch [21/147] train loss: 568.48, train corr: 0.00570
Epoch [5/100], Batch [22/147] train loss: 558.64, train corr: -0.00041
Epoch [5/100], Batch [23/147] train loss: 565.60, train corr: -0.00545
Epoch [5/100], Batch [24/147] train loss: 560.38, train corr: -0.01233
Epoch [5/100], Batch [25/147] train loss: 569.45, train corr: -0.01116
Epoch [5/100], Batch [26/147] train loss: 562.26, train corr: -0.01514
Epoch [5/100], Batch [27/147] train loss: 568.41, train corr: -0.01296
Epoch [5/100], Batch [28/147] train loss: 561.57, train corr: -0.01705
Epoch [5/100], Batch [29/147] train loss: 561.27, train corr: -0.01864
Epoch [5/100], Batch [30/147] train loss: 585.60, train corr: -0.02170
Epoch [5/100], Batch [31/147] train loss: 567.94, train corr: -0.02052
Epoch [5/100], Batch [32/147] train loss: 560.04, train corr: -0.02208
Epoch [5/100], Batch [33/147] train loss: 570.00, train corr: -0.02602
Epoch [5/100], Batch [34/147] train loss: 558.73, train corr: -0.02961
Epoch [5/100], Batch [35/147] train loss: 572.09, train corr: -0.03001
Epoch [5/100], Batch [36/147] train loss: 586.88, train corr: -0.02658
Epoch [5/100], Batch [37/147] train loss: 570.42, train corr: -0.03070
Epoch [5/100], Batch [38/147] train loss: 572.80, train corr: -0.03117
Epoch [5/100], Batch [39/147] train loss: 586.62, train corr: -0.03268
Epoch [5/100], Batch [40/147] train loss: 580.29, train corr: -0.03053
